ORDER_ID,CUSTOMER_ID,PRODUCT_ID,STORE_ID,EMPLOYEE_ID,ORDER_DATE,SHIP_DATE,QUANTITY_ORDERED,UNIT_PRICE,DISCOUNT_PERCENT,TOTAL_AMOUNT,PAYMENT_METHOD,ORDER_STATUS,SHIP_METHOD
4694,1945,581,10,225,2023-12-14,,4,5478,12.06,19270.36,Debit Card,Processing,Pickup
4695,499,96,48,182,2025-08-23,2025-08-25,4,38441,0.76,152588.84,Debit Card,Shipped,Pickup
4696,58,701,8,230,2023-12-26,,1,10437,11.82,9203.54,JazzCash,Pending,Standard
4697,425,546,10,214,2024-11-18,2024-11-22,4,32919,8.32,120717.47,EasyPaisa,Shipped,Same Day
4698,507,466,57,270,2025-04-14,2025-04-21,3,27100,1.34,80211.12,Credit Card,Shipped,Courier
4699,1262,4,59,265,2024-11-05,2024-11-08,5,27058,14.44,115757.52,Debit Card,Shipped,Courier
4700,1473,617,16,238,2023-10-28,2023-11-04,4,24985,4.79,95155.28,EasyPaisa,Delivered,Standard
4701,28,603,58,143,2025-04-30,2025-05-03,2,40489,12.74,70658.12,EasyPaisa,Delivered,Same Day
4702,732,582,18,53,2025-06-07,,4,12584,12.97,43805.44,Credit Card,Processing,Same Day
4703,1239,622,69,200,2025-04-19,,3,1177,16.01,2965.83,Debit Card,Processing,Express
4704,794,404,37,154,2025-04-27,,2,13135,1.96,25754.03,Credit Card,Pending,Pickup
4705,1198,335,70,13,2023-12-02,2023-12-08,4,22043,14.47,75416.32,JazzCash,Delivered,Pickup
4706,881,250,39,67,2025-08-15,2025-08-18,1,18922,11.91,16669.1,Credit Card,Shipped,Express
4707,1045,179,36,246,2023-10-16,2023-10-23,5,3081,17.85,12655.61,Bank Transfer,Shipped,Express
4708,1816,137,48,115,2025-05-05,2025-05-11,4,4369,19.7,14032.65,Credit Card,Shipped,Pickup
4709,1128,164,70,11,2024-03-02,,5,42084,5.66,198509.72,Mobile Banking,Pending,Express
4710,1515,786,13,122,2023-09-23,2023-09-29,2,30399,19.26,49089.62,Cash,Delivered,Express
4711,1103,157,37,154,2023-09-20,2023-09-22,4,1861,2.49,7258.47,EasyPaisa,Shipped,Courier
4712,1108,393,65,240,2024-11-03,2024-11-08,5,44254,0.49,220191.33,EasyPaisa,Shipped,Express
4713,1801,377,62,85,2024-07-29,2024-08-04,1,4659,19.87,3733.05,Mobile Banking,Delivered,Same Day
4714,1572,183,18,170,2025-05-03,2025-05-10,4,44171,17.25,146208.31,Mobile Banking,Delivered,Courier
4715,1734,27,37,154,2025-06-08,2025-06-14,1,6409,12.18,5628.11,Bank Transfer,Shipped,Standard
4716,626,181,64,263,2023-12-14,2023-12-18,5,37765,13.66,163035.57,Debit Card,Delivered,Courier
4717,643,655,39,234,2023-09-16,2023-09-18,2,16684,2.73,32455.58,JazzCash,Delivered,Pickup
4718,1706,546,55,148,2023-11-18,,3,32919,15.5,83454.23,Mobile Banking,Pending,Pickup
4719,979,98,43,107,2025-07-20,,5,11856,2.69,57686.26,JazzCash,Processing,Express
4720,722,152,38,257,2024-10-14,2024-10-18,4,29520,5.05,112115.87,EasyPaisa,Shipped,Courier
4721,520,420,59,281,2024-04-14,2024-04-21,4,49349,0.83,195752.48,Cash,Delivered,Express
4722,565,333,34,84,2025-07-27,2025-07-30,2,13413,13.71,23148.09,JazzCash,Shipped,Standard
4723,583,676,30,108,2024-10-24,2024-10-27,1,1469,3.53,1417.09,EasyPaisa,Shipped,Pickup
4724,559,437,4,152,2025-05-06,2025-05-11,5,42907,0.1,214321.49,JazzCash,Delivered,Pickup
4725,197,591,7,104,2024-11-05,2024-11-11,3,46516,0.6,138705.59,Cash,Shipped,Same Day
4726,1419,797,49,82,2024-09-01,2024-09-02,3,12758,19.58,30781.03,Credit Card,Delivered,Same Day
4727,1849,585,41,20,2024-01-13,2024-01-15,5,37989,10.39,170213.94,Debit Card,Delivered,Same Day
4728,995,346,70,28,2024-12-25,2024-12-29,1,41091,15.19,34849.19,Cash,Shipped,Express
4729,763,169,52,253,2024-08-12,2024-08-19,2,3887,11.18,6904.51,JazzCash,Shipped,Standard
4730,1941,473,42,243,2024-12-15,2024-12-18,5,16249,19.97,65017.15,Credit Card,Delivered,Same Day
4731,1360,56,5,273,2024-02-06,2024-02-09,5,38377,1.19,189606.91,Cash,Shipped,Standard
4732,226,604,39,234,2023-10-18,2023-10-24,5,30919,14.08,132832.19,JazzCash,Shipped,Pickup
4733,35,190,11,129,2024-05-31,2024-06-01,1,18015,9.23,16352.96,Debit Card,Shipped,Pickup
4734,1927,614,62,118,2024-05-22,2024-05-29,2,29508,0.84,58522.19,Mobile Banking,Shipped,Standard
4735,446,35,10,214,2024-11-13,,5,43863,14.89,186664.9,JazzCash,Processing,Express
4736,560,85,59,288,2024-01-27,2024-02-01,2,10347,12.42,18123.25,JazzCash,Shipped,Express
4737,931,90,48,182,2024-02-04,2024-02-08,2,42148,9.5,76286.84,EasyPaisa,Shipped,Courier
4738,152,13,54,125,2025-03-21,2025-03-26,2,30835,2.08,60386.41,JazzCash,Shipped,Pickup
4739,1938,752,31,12,2025-05-09,2025-05-12,4,44293,3.0,171851.36,Bank Transfer,Shipped,Standard
4740,466,573,49,126,2024-06-26,,3,30067,3.44,87093.69,JazzCash,Pending,Pickup
4741,1327,195,17,48,2025-01-05,2025-01-12,5,16145,8.87,73562.89,JazzCash,Shipped,Standard
4742,635,625,46,110,2024-08-09,,5,34226,4.85,162822.65,Mobile Banking,Processing,Courier
4743,440,507,31,12,2025-04-06,,2,15441,17.74,25402.41,Mobile Banking,Processing,Express
4744,51,647,50,177,2024-03-24,2024-03-25,2,29372,12.43,51440.48,EasyPaisa,Delivered,Courier
4745,1892,520,57,62,2023-11-21,2023-11-22,3,47224,11.68,125118.68,Debit Card,Shipped,Same Day
4746,568,139,36,72,2025-04-18,2025-04-20,1,3598,19.9,2882.1,EasyPaisa,Shipped,Pickup
4747,1508,227,23,26,2024-01-08,,2,47686,15.81,80294.75,Cash,Pending,Express
4748,1609,367,62,118,2023-09-24,2023-09-27,2,37434,10.21,67227.64,Mobile Banking,Delivered,Standard
4749,734,338,75,191,2025-02-12,,1,2014,6.95,1874.12,Debit Card,Pending,Same Day
4750,1219,412,5,57,2025-04-30,,5,11483,9.4,52017.92,JazzCash,Processing,Courier
4751,917,527,10,225,2025-05-04,2025-05-06,3,16870,3.31,48933.48,JazzCash,Shipped,Pickup
4752,243,705,31,137,2025-07-11,2025-07-17,4,23837,16.22,79885.65,EasyPaisa,Delivered,Same Day
4753,700,698,46,110,2024-10-22,2024-10-25,3,49299,10.34,132597.67,JazzCash,Shipped,Pickup
4754,347,192,64,123,2024-12-09,2024-12-15,3,17836,15.53,45199.81,JazzCash,Delivered,Courier
4755,1715,568,35,166,2023-09-16,2023-09-20,3,17592,19.97,42238.42,Credit Card,Shipped,Standard
4756,1362,177,47,215,2024-06-25,,3,26731,17.06,66510.78,JazzCash,Processing,Same Day
4757,1899,45,66,103,2024-09-14,2024-09-17,3,40431,0.23,121011.65,Mobile Banking,Delivered,Express
4758,1614,237,50,87,2025-05-08,2025-05-12,4,26876,8.91,97930.12,Debit Card,Delivered,Same Day
4759,368,681,48,182,2025-05-24,2025-05-31,1,9569,11.67,8451.99,EasyPaisa,Shipped,Pickup
4760,987,731,73,220,2025-03-01,2025-03-08,5,47746,10.25,214269.74,Credit Card,Shipped,Standard
4761,1827,501,53,27,2024-06-16,2024-06-19,2,5634,1.09,11145.16,Cash,Shipped,Express
4762,535,323,70,19,2025-02-07,2025-02-10,4,37161,9.36,134732.48,Credit Card,Shipped,Same Day
4763,312,642,46,133,2025-07-30,,1,20066,4.06,19251.93,Cash,Processing,Express
4764,224,761,71,259,2024-04-01,2024-04-05,5,48956,3.05,237316.56,Credit Card,Shipped,Same Day
4765,1495,374,37,251,2024-11-05,2024-11-10,5,5507,19.53,22158.13,Bank Transfer,Shipped,Express
4766,553,163,63,24,2024-04-27,,1,8584,4.19,8224.38,Bank Transfer,Processing,Courier
4767,1573,3,15,279,2024-08-09,2024-08-13,4,27620,12.03,97186.17,Bank Transfer,Delivered,Express
4768,1331,612,65,240,2024-12-08,2024-12-15,5,4319,9.49,19545.53,Bank Transfer,Shipped,Standard
4769,1795,306,62,51,2024-05-31,2024-06-07,4,4387,19.63,14102.63,Debit Card,Delivered,Courier
4770,1008,22,30,108,2024-05-24,2024-05-27,4,4857,9.39,17603.64,Cash,Delivered,Express
4771,1129,219,65,240,2025-01-23,2025-01-25,4,10507,1.11,41562.86,JazzCash,Shipped,Express
4772,879,749,36,46,2023-09-26,2023-09-27,5,23588,2.11,115450.16,Cash,Delivered,Courier
4773,1181,706,52,253,2025-01-24,2025-01-25,4,15329,13.76,52878.55,Debit Card,Delivered,Pickup
4774,1485,263,47,215,2024-06-02,2024-06-03,2,32235,2.83,62646.4,Cash,Shipped,Pickup
4775,1143,108,72,294,2025-01-29,2025-02-05,5,49716,12.79,216795.88,JazzCash,Delivered,Pickup
4776,1088,607,57,236,2024-10-01,2024-10-06,4,4954,15.47,16750.42,Cash,Shipped,Courier
4777,901,184,31,25,2024-01-08,2024-01-10,5,17258,17.94,70806.5,JazzCash,Delivered,Same Day
4778,1813,744,30,183,2024-05-31,2024-06-02,5,40044,15.77,168652.71,JazzCash,Shipped,Same Day
4779,558,362,63,24,2024-10-17,,5,10404,15.96,43715.77,Credit Card,Pending,Courier
4780,1133,28,9,5,2024-08-26,2024-08-27,2,48050,14.49,82179.53,Mobile Banking,Shipped,Express
4781,965,506,24,102,2024-08-25,2024-08-27,4,49791,10.11,179035.09,Debit Card,Delivered,Courier
4782,1403,747,12,235,2024-05-20,2024-05-24,1,18890,10.39,16926.83,Credit Card,Delivered,Standard
4783,883,722,74,198,2024-03-07,,3,1934,13.97,4991.46,EasyPaisa,Processing,Same Day
4784,1025,212,69,151,2025-01-01,,3,32325,2.35,94697.91,JazzCash,Processing,Standard
4785,1654,672,29,283,2024-02-09,2024-02-15,1,14137,16.31,11830.63,Bank Transfer,Delivered,Same Day
4786,824,212,3,295,2024-03-14,2024-03-17,5,32325,0.38,161013.2,Debit Card,Delivered,Standard
4787,200,660,57,270,2025-01-29,,4,1454,4.52,5552.96,JazzCash,Pending,Pickup
4788,863,71,68,135,2024-09-12,2024-09-15,5,7350,8.13,33762.34,Cash,Delivered,Express
4789,1301,455,67,68,2025-01-29,,1,22338,8.17,20512.84,Cash,Processing,Courier
4790,1760,338,64,211,2024-06-05,,3,2014,15.06,5131.88,JazzCash,Pending,Pickup
4791,261,82,63,24,2025-01-19,,2,26210,10.61,46858.96,JazzCash,Processing,Express
4792,1917,342,35,275,2023-11-28,,4,37200,16.83,123756.21,EasyPaisa,Processing,Courier
4793,787,345,60,109,2024-08-10,2024-08-15,1,29216,2.38,28521.01,EasyPaisa,Delivered,Standard
4794,1658,685,17,229,2024-02-17,2024-02-24,2,13026,15.33,22057.15,Credit Card,Shipped,Standard
4795,684,657,30,183,2025-01-22,2025-01-23,1,47124,7.23,43719.14,Cash,Delivered,Standard
4796,772,98,14,97,2024-06-29,2024-07-06,5,11856,16.15,49703.78,JazzCash,Shipped,Same Day
4797,1669,252,13,66,2024-11-10,2024-11-13,2,27051,7.99,49780.98,Cash,Shipped,Standard
4798,1160,786,36,72,2024-09-02,2024-09-05,4,30399,8.61,111130.55,EasyPaisa,Shipped,Express
4799,1178,13,9,89,2024-07-19,,1,30835,11.93,27156.85,Bank Transfer,Pending,Express
4800,727,777,62,118,2024-10-03,2024-10-06,4,39148,13.64,135239.38,JazzCash,Shipped,Pickup
4801,1958,472,41,20,2024-08-28,,2,15724,5.75,29640.02,Bank Transfer,Processing,Same Day
4802,794,600,7,104,2024-09-20,2024-09-24,1,47599,10.95,42387.36,Debit Card,Delivered,Courier
4803,753,791,74,198,2024-01-24,2024-01-31,3,13806,8.34,37965.45,Credit Card,Shipped,Express
4804,412,732,39,234,2024-07-27,2024-07-30,4,33757,7.86,124418.51,Debit Card,Delivered,Same Day
4805,1853,138,31,12,2025-08-18,2025-08-21,5,38910,15.23,164911.62,Debit Card,Shipped,Standard
4806,1072,30,35,275,2025-07-26,2025-07-31,1,37381,16.03,31387.76,JazzCash,Delivered,Pickup
4807,1224,757,33,54,2025-07-27,2025-08-01,2,39049,14.16,67042.31,Debit Card,Delivered,Express
4808,208,199,34,286,2024-09-16,2024-09-23,3,39786,11.24,105945.94,Cash,Delivered,Express
4809,1386,669,36,246,2023-09-07,,5,45090,19.34,181837.37,Mobile Banking,Pending,Express
4810,930,109,60,187,2024-02-17,,3,32833,7.71,90907.53,Mobile Banking,Pending,Standard
4811,169,358,56,296,2024-09-27,,5,39235,2.67,190939.04,Mobile Banking,Pending,Standard
4812,1225,292,3,295,2023-12-22,,2,19966,14.6,34103.1,Bank Transfer,Pending,Pickup
4813,1487,593,12,245,2024-08-29,2024-09-02,5,11645,14.09,50020.33,Credit Card,Delivered,Same Day
4814,1151,743,69,63,2024-09-22,,1,21775,11.9,19184.77,EasyPaisa,Processing,Courier
4815,1003,663,33,54,2024-09-06,2024-09-11,3,28175,18.86,68580.16,Debit Card,Delivered,Pickup
4816,641,682,35,201,2024-07-02,2024-07-03,4,49799,11.04,177208.29,Debit Card,Shipped,Express
4817,268,756,21,298,2025-07-26,2025-08-02,1,45655,1.22,45099.97,Bank Transfer,Shipped,Courier
4818,1440,759,53,178,2025-03-09,2025-03-12,1,750,10.3,672.76,JazzCash,Shipped,Express
4819,559,421,74,277,2023-11-14,2023-11-18,3,15104,19.14,36640.71,Debit Card,Delivered,Express
4820,1412,179,66,276,2025-04-12,,4,3081,3.52,11889.59,Debit Card,Pending,Same Day
4821,1780,443,15,279,2025-01-03,2025-01-05,5,22669,0.75,112497.56,Bank Transfer,Delivered,Pickup
4822,202,415,46,77,2023-12-10,2023-12-15,1,49529,17.3,40961.44,EasyPaisa,Delivered,Courier
4823,1669,390,39,67,2025-06-14,,1,45893,9.22,41660.88,Debit Card,Pending,Courier
4824,1367,33,69,153,2025-04-15,,3,33635,7.97,92863.7,EasyPaisa,Pending,Courier
4825,659,458,58,132,2023-09-19,2023-09-26,2,13981,5.16,26520.52,Debit Card,Delivered,Standard
4826,873,356,15,40,2024-06-15,2024-06-19,5,30275,18.18,123857.98,Mobile Banking,Delivered,Pickup
4827,1128,727,70,28,2024-01-12,,1,47606,3.67,45860.68,Bank Transfer,Pending,Pickup
4828,1922,550,3,287,2024-06-24,2024-06-26,4,36096,15.53,121958.96,Cash,Delivered,Express
4829,1216,440,17,93,2024-08-21,2024-08-23,5,45880,8.83,209135.15,EasyPaisa,Delivered,Standard
4830,767,656,17,93,2024-03-21,2024-03-23,4,42531,14.39,145651.48,Credit Card,Delivered,Same Day
4831,1734,294,46,133,2024-05-15,,3,21257,17.85,52390.72,Cash,Pending,Standard
4832,1353,436,3,226,2025-05-16,2025-05-18,3,8259,9.38,22453.53,JazzCash,Shipped,Pickup
4833,1290,226,69,151,2024-01-10,2024-01-15,3,33478,2.3,98123.37,Credit Card,Shipped,Same Day
4834,308,260,16,238,2023-09-03,2023-09-04,4,29870,10.35,107119.59,JazzCash,Delivered,Same Day
4835,325,537,48,182,2025-06-20,2025-06-26,1,6719,11.06,5975.62,Bank Transfer,Shipped,Express
4836,1578,291,49,126,2023-12-27,2023-12-28,5,38557,12.44,168800.67,Credit Card,Delivered,Courier
4837,1422,446,36,46,2024-09-29,2024-10-03,1,5476,5.29,5186.39,Mobile Banking,Delivered,Same Day
4838,1251,329,58,213,2024-06-05,2024-06-09,3,11671,12.14,30760.88,Cash,Delivered,Same Day
4839,159,73,53,27,2025-02-28,2025-03-03,4,6056,14.68,20667.75,Credit Card,Shipped,Pickup
4840,1378,694,29,239,2024-05-15,2024-05-19,5,9316,9.68,42072.04,EasyPaisa,Delivered,Pickup
4841,1484,48,33,174,2025-03-23,,5,37700,14.34,161471.78,Cash,Pending,Pickup
4842,211,323,21,298,2025-01-24,2025-01-25,1,37161,4.66,35429.32,Cash,Shipped,Express
4843,1309,168,3,169,2023-10-02,,1,2469,0.69,2452.06,JazzCash,Pending,Standard
4844,1733,752,75,33,2025-01-05,2025-01-07,1,44293,11.15,39354.62,Debit Card,Delivered,Pickup
4845,774,440,64,123,2025-01-01,2025-01-02,3,45880,13.5,119064.49,JazzCash,Delivered,Express
4846,981,114,42,71,2024-12-30,2024-12-31,1,19552,12.14,17178.32,Cash,Shipped,Same Day
4847,11,578,72,267,2025-02-03,2025-02-09,4,32373,6.81,120668.46,Debit Card,Delivered,Courier
4848,500,390,32,52,2025-01-26,2025-02-02,2,45893,19.22,74148.64,Bank Transfer,Delivered,Pickup
4849,395,194,68,135,2024-09-29,2024-09-30,2,41269,3.37,79753.58,JazzCash,Delivered,Express
4850,1031,267,39,234,2023-10-08,,4,9119,17.98,29918.49,EasyPaisa,Pending,Same Day
4851,924,293,26,83,2023-10-15,2023-10-21,1,23591,10.72,21062.88,Mobile Banking,Shipped,Express
4852,1441,313,24,124,2025-06-28,,4,28010,13.39,97037.21,JazzCash,Pending,Courier
4853,713,686,72,294,2024-09-14,2024-09-18,3,30191,6.1,85051.98,Mobile Banking,Shipped,Express
4854,1337,413,57,62,2024-03-09,2024-03-12,5,10744,0.02,53707.26,Credit Card,Shipped,Standard
4855,1198,667,40,297,2023-10-02,2023-10-09,2,38605,5.22,73176.31,EasyPaisa,Shipped,Pickup
4856,13,222,19,196,2024-02-02,2024-02-09,4,14366,1.9,56374.96,EasyPaisa,Delivered,Standard
4857,1232,107,38,257,2025-08-18,2025-08-21,4,27917,15.07,94835.2,JazzCash,Delivered,Pickup
4858,1491,731,39,171,2024-06-21,2024-06-28,4,47746,14.31,163649.42,Credit Card,Delivered,Standard
4859,318,710,52,253,2024-06-24,2024-06-30,5,16471,9.83,74257.17,JazzCash,Delivered,Courier
4860,922,87,21,172,2023-09-26,,4,13087,8.06,48129.73,Bank Transfer,Pending,Express
4861,1642,102,39,234,2024-02-04,2024-02-06,2,5698,1.19,11260.2,Credit Card,Shipped,Express
4862,1529,728,47,94,2024-09-27,2024-09-30,1,2734,7.05,2541.3,Credit Card,Delivered,Courier
4863,650,15,43,161,2025-03-16,2025-03-19,1,4611,2.95,4474.79,Credit Card,Shipped,Same Day
4864,567,404,34,286,2023-12-11,2023-12-14,4,13135,4.9,49967.27,JazzCash,Shipped,Courier
4865,1732,659,71,259,2025-04-14,2025-04-20,5,35722,8.49,163440.72,Credit Card,Delivered,Standard
4866,1328,634,44,4,2023-09-13,2023-09-19,4,9430,0.04,37705.71,Cash,Delivered,Pickup
4867,953,9,33,197,2024-11-26,2024-11-30,1,13709,19.6,11021.8,Debit Card,Shipped,Courier
4868,816,663,26,83,2024-12-30,,5,28175,6.25,132073.0,JazzCash,Processing,Same Day
4869,1320,365,49,82,2024-08-23,2024-08-24,5,18757,15.87,78902.02,JazzCash,Shipped,Standard
4870,1565,198,30,108,2024-08-12,,4,32332,1.67,127170.84,EasyPaisa,Processing,Same Day
4871,1119,436,19,196,2025-02-17,2025-02-21,5,8259,11.29,36634.45,Cash,Shipped,Courier
4872,436,501,64,232,2024-12-21,,4,5634,4.54,21511.89,Debit Card,Pending,Courier
4873,856,587,1,22,2024-05-18,2024-05-21,3,48814,16.52,122257.05,Bank Transfer,Shipped,Pickup
4874,458,84,56,206,2024-01-19,2024-01-26,1,43041,16.78,35817.19,EasyPaisa,Delivered,Express
4875,1978,684,16,223,2024-07-14,2024-07-17,3,13964,8.44,38355.66,Mobile Banking,Shipped,Same Day
4876,405,202,5,273,2024-05-17,,3,31734,13.84,82026.73,Credit Card,Processing,Pickup
4877,846,693,42,272,2025-07-16,2025-07-21,4,17153,4.08,65811.06,Cash,Shipped,Pickup
4878,1302,561,14,278,2025-04-25,2025-04-26,4,6452,12.71,22528.55,Mobile Banking,Delivered,Courier
4879,904,426,8,208,2024-03-30,2024-04-06,2,3022,7.15,5611.93,JazzCash,Shipped,Express
4880,1613,199,53,27,2024-05-18,2024-05-21,3,39786,1.22,117900.65,EasyPaisa,Shipped,Courier
4881,186,91,24,260,2024-10-08,,3,19650,15.09,50055.71,Bank Transfer,Pending,Express
4882,299,681,23,91,2024-08-14,2024-08-20,4,9569,8.09,35179.57,Mobile Banking,Delivered,Pickup
4883,364,257,41,36,2025-05-13,2025-05-14,1,13853,7.97,12748.96,Credit Card,Delivered,Same Day
4884,977,575,16,223,2024-08-25,,4,47368,13.97,163001.98,JazzCash,Processing,Express
4885,1738,572,67,68,2024-02-24,2024-03-02,4,14356,7.51,53112.36,Mobile Banking,Delivered,Same Day
4886,1947,761,22,222,2024-06-06,2024-06-13,2,48956,3.08,94900.29,Credit Card,Shipped,Standard
4887,53,777,18,216,2025-03-20,2025-03-27,1,39148,18.58,31874.19,Bank Transfer,Shipped,Standard
4888,203,150,29,283,2024-04-15,2024-04-19,4,24444,11.72,86316.76,Debit Card,Shipped,Courier
4889,160,331,57,270,2025-03-10,2025-03-15,1,12322,0.86,12216.6,Debit Card,Shipped,Express
4890,1679,742,14,97,2024-06-30,2024-07-04,5,2818,12.3,12356.59,Credit Card,Shipped,Courier
4891,931,244,23,26,2024-10-04,,2,5342,6.67,9971.29,JazzCash,Processing,Courier
4892,775,53,42,272,2023-12-27,2023-12-28,5,38958,8.08,179048.88,Bank Transfer,Shipped,Same Day
4893,1000,20,8,230,2024-12-01,2024-12-03,4,22758,9.26,82605.43,Mobile Banking,Shipped,Express
4894,1037,490,70,28,2025-06-21,2025-06-24,1,26691,12.18,23439.52,EasyPaisa,Shipped,Courier
4895,1892,176,12,235,2024-12-20,2024-12-27,4,1222,15.97,4107.47,EasyPaisa,Delivered,Standard
4896,1813,514,32,261,2024-05-07,,1,40377,12.52,35319.81,Mobile Banking,Pending,Courier
4897,1324,520,75,271,2024-11-21,2024-11-26,4,47224,19.03,152946.79,EasyPaisa,Delivered,Standard
4898,50,437,33,15,2023-09-08,,1,42907,2.91,41659.93,EasyPaisa,Processing,Pickup
4899,1227,191,38,257,2023-12-07,2023-12-13,5,13906,12.41,60899.55,Credit Card,Delivered,Standard
4900,1354,219,37,251,2023-11-20,,4,10507,15.71,35425.44,Debit Card,Processing,Standard
4901,544,279,19,121,2025-06-02,2025-06-07,5,48374,15.51,204356.92,JazzCash,Shipped,Pickup
4902,994,402,37,181,2023-12-14,,2,30123,4.7,57415.01,Cash,Pending,Standard
4903,1844,132,40,297,2025-01-08,2025-01-14,3,5667,15.76,14322.29,EasyPaisa,Shipped,Courier
4904,772,699,55,37,2025-03-06,2025-03-10,3,40033,3.37,116051.93,Debit Card,Delivered,Courier
4905,397,408,51,130,2025-06-12,2025-06-13,4,45581,15.92,153296.99,Cash,Shipped,Express
4906,183,339,22,222,2025-05-21,2025-05-27,3,18765,4.23,53913.46,JazzCash,Shipped,Same Day
4907,362,464,39,234,2023-09-09,2023-09-16,2,44443,3.03,86189.43,Cash,Delivered,Same Day
4908,849,84,24,124,2024-12-27,2025-01-03,5,43041,16.77,179116.59,Cash,Shipped,Standard
4909,1411,98,24,69,2024-10-23,,4,11856,16.67,39517.17,Cash,Processing,Standard
4910,39,719,67,203,2024-11-07,2024-11-10,5,16217,7.49,75014.21,JazzCash,Shipped,Same Day
4911,402,737,57,236,2024-06-20,2024-06-25,3,30765,12.35,80900.62,EasyPaisa,Delivered,Standard
4912,1106,11,41,20,2025-07-11,2025-07-12,3,36842,7.48,102256.39,EasyPaisa,Delivered,Express
4913,481,567,50,280,2023-10-20,2023-10-22,1,18576,12.2,16309.3,Cash,Shipped,Standard
4914,1268,613,26,83,2023-11-16,2023-11-23,3,29799,13.47,77355.67,Mobile Banking,Delivered,Pickup
4915,830,727,70,11,2023-11-21,,5,47606,15.9,200179.98,Credit Card,Pending,Express
4916,655,399,32,52,2025-08-24,,1,37927,19.97,30351.41,Cash,Processing,Pickup
4917,1022,573,46,16,2025-03-08,2025-03-14,4,30067,6.52,112420.65,Cash,Delivered,Express
4918,1465,79,47,94,2025-07-25,2025-08-01,3,12329,2.83,35940.82,Debit Card,Delivered,Same Day
4919,1628,233,46,110,2023-12-27,2023-12-30,2,1351,5.97,2540.75,JazzCash,Shipped,Courier
4920,433,329,28,113,2025-03-20,2025-03-24,1,11671,12.58,10202.56,Debit Card,Delivered,Same Day
4921,18,298,19,193,2025-07-28,2025-07-30,1,26112,9.89,23528.64,EasyPaisa,Shipped,Pickup
4922,1705,742,45,31,2025-07-10,2025-07-16,4,2818,17.94,9249.28,Bank Transfer,Shipped,Express
4923,1618,616,75,149,2024-02-27,2024-03-03,5,9508,11.3,42170.21,Bank Transfer,Shipped,Courier
4924,515,485,69,200,2025-03-01,2025-03-03,1,14053,9.67,12693.68,Credit Card,Delivered,Standard
4925,825,344,18,170,2025-07-01,,5,35764,6.91,166464.47,Debit Card,Pending,Express
4926,1520,248,30,183,2024-09-30,2024-10-01,2,36087,5.16,68450.95,Debit Card,Shipped,Standard
4927,148,303,28,113,2025-07-04,2025-07-10,5,36601,14.18,157050.36,Debit Card,Delivered,Same Day
4928,1613,568,12,235,2025-08-01,2025-08-07,3,17592,5.99,49613.58,JazzCash,Shipped,Express
4929,1587,368,40,227,2024-04-04,2024-04-09,4,38448,2.49,149966.03,Mobile Banking,Shipped,Same Day
4930,224,153,11,168,2023-11-30,2023-12-04,5,34959,4.57,166804.16,Bank Transfer,Delivered,Same Day
4931,670,116,32,64,2023-12-20,2023-12-26,1,46793,4.91,44494.29,EasyPaisa,Delivered,Same Day
4932,205,478,66,103,2024-08-15,,1,17954,7.68,16574.8,Debit Card,Pending,Standard
4933,1584,69,11,129,2024-04-29,2024-05-01,3,6567,1.04,19496.57,EasyPaisa,Shipped,Courier
4934,935,426,50,87,2023-10-28,2023-11-02,2,3022,0.99,5983.93,Credit Card,Shipped,Same Day
4935,442,362,14,278,2023-09-22,,4,10404,5.83,39191.19,Bank Transfer,Processing,Standard
4936,825,113,36,55,2025-08-16,2025-08-23,2,14526,14.96,24707.11,Bank Transfer,Shipped,Courier
4937,1435,239,25,21,2025-06-01,2025-06-04,4,30763,14.03,105792.16,JazzCash,Shipped,Courier
4938,1873,191,58,132,2024-03-18,,4,13906,16.17,46628.89,Debit Card,Processing,Express
4939,1133,400,22,222,2025-04-08,2025-04-10,1,30873,1.97,30263.43,EasyPaisa,Delivered,Pickup
4940,936,318,59,96,2024-04-17,2024-04-18,5,1058,1.4,5216.0,EasyPaisa,Shipped,Same Day
4941,201,275,50,87,2024-09-24,2024-09-25,2,25393,13.05,44157.44,Bank Transfer,Shipped,Express
4942,1174,100,49,210,2025-04-03,2025-04-06,4,35404,1.19,139932.52,Mobile Banking,Delivered,Standard
4943,1917,550,38,299,2023-09-24,2023-09-29,4,36096,13.53,124847.86,Debit Card,Delivered,Express
4944,1369,668,34,84,2025-04-06,2025-04-12,1,10105,7.24,9373.22,Mobile Banking,Shipped,Same Day
4945,26,770,13,66,2025-05-28,,3,761,0.37,2274.5,JazzCash,Pending,Standard
4946,579,793,47,94,2023-12-05,2023-12-12,4,28398,13.59,98152.58,Credit Card,Shipped,Standard
4947,1121,658,14,147,2024-06-08,2024-06-09,4,47637,14.51,162898.83,Cash,Shipped,Same Day
4948,690,266,31,25,2025-02-19,2025-02-21,2,40759,13.48,70531.09,Credit Card,Delivered,Courier
4949,10,444,33,174,2024-12-20,2024-12-27,3,2198,3.09,6390.3,Debit Card,Delivered,Standard
4950,412,653,42,71,2025-07-20,2025-07-23,4,27469,5.95,103341.09,JazzCash,Delivered,Same Day
4951,1017,155,40,297,2025-01-04,2025-01-10,3,24628,12.5,64649.83,Credit Card,Shipped,Courier
4952,464,766,11,129,2025-01-28,2025-01-31,5,38185,7.45,176695.95,Mobile Banking,Delivered,Standard
