PRODUCT_ID,PRODUCT_NAME,CATEGORY_ID,BRAND,MODEL,DESCRIPTION,UNIT_COST,UNIT_PRICE,MSRP,WEIGHT_KG,DIMENSIONS_CM,IS_ACTIVE
392,Nike Product 392,7,Nike,Model-4895,High quality nike product 392 from Nike,5344.2,8036,9353.75,1.58,64x92x48 cm,True
393,Chen One Scarf,2,Chen One,Model-6495,High quality chen one scarf from Chen One,27464.92,44254,53445.32,9.2,56x37x15 cm,True
394,Tecno Camera 6,1,Tecno,Model-7603,High quality tecno camera 6 from Tecno,21027.9,29795,34799.91,3.38,50x57x6 cm,True
395,Unilever Tea,3,Unilever,Model-5516,High quality unilever tea from Unilever,18567.52,30053,35313.1,1.1,40x77x30 cm,True
396,Pelikan Product 396,8,Pelikan,Model-5628,High quality pelikan product 396 from Pelikan,16358.78,27021,34389.73,0.54,79x45x49 cm,True
397,Infinix Camera 5,1,Infinix,Model-2255,High quality infinix camera 5 from Infinix,37475.4,48119,57265.89,2.63,60x31x5 cm,True
398,Pilot Product 398,8,Pilot,Model-5047,High quality pilot product 398 from Pilot,598.63,923,1097.94,0.73,33x97x30 cm,True
399,Under Armour Product 399,7,Under Armour,Model-1676,High quality under armour product 399 from Under Armour,29051.49,37927,42296.97,1.86,13x45x20 cm,True
400,Engro Bread,3,Engro,Model-5183,High quality engro bread from Engro,20737.03,30873,36841.04,1.43,87x19x26 cm,True
401,Infinix Speaker 16,1,Infinix,Model-1979,High quality infinix speaker 16 from Infinix,24894.5,37494,48130.57,4.71,50x82x35 cm,True
402,Interwood Product 402,5,Interwood,Model-1903,High quality interwood product 402 from Interwood,20602.93,30123,33400.71,9.31,13x77x37 cm,False
403,Bonanza Dupatta,2,Bonanza,Model-6109,High quality bonanza dupatta from Bonanza,14752.67,19116,22406.95,6.13,94x36x34 cm,True
404,Daihatsu Product 404,4,Daihatsu,Model-1949,High quality daihatsu product 404 from Daihatsu,8753.97,13135,15888.34,7.55,45x89x8 cm,True
405,Alkaram Suit,2,Alkaram,Model-4007,High quality alkaram suit from Alkaram,12542.07,17040,21800.59,5.8,42x27x50 cm,True
406,Ponds Product 406,6,Ponds,Model-5196,High quality ponds product 406 from Ponds,27994.53,46522,51264.79,2.38,49x17x9 cm,True
407,Clean & Clear Product 407,6,Clean & Clear,Model-7562,High quality clean & clear product 407 from Clean & Clear,18941.64,24147,30975.23,2.04,62x66x40 cm,True
408,Daihatsu Product 408,4,Daihatsu,Model-1802,High quality daihatsu product 408 from Daihatsu,29003.62,45581,53246.31,0.2,73x81x33 cm,False
409,L'Oreal Product 409,6,L'Oreal,Model-2733,High quality l'oreal product 409 from L'Oreal,19374.17,32132,36378.5,3.56,11x84x21 cm,False
410,L'Oreal Product 410,6,L'Oreal,Model-1944,High quality l'oreal product 410 from L'Oreal,27182.8,35308,45063.66,0.85,11x90x20 cm,True
411,Ponds Product 411,6,Ponds,Model-9361,High quality ponds product 411 from Ponds,13203.4,17282,21514.71,3.72,73x62x45 cm,True
412,Reebok Product 412,7,Reebok,Model-9815,High quality reebok product 412 from Reebok,7442.85,11483,14845.44,0.65,69x59x37 cm,False
413,Vivo TV 18,1,Vivo,Model-7166,High quality vivo tv 18 from Vivo,7803.05,10744,13232.43,8.56,100x69x21 cm,False
414,Adidas Product 414,7,Adidas,Model-1270,High quality adidas product 414 from Adidas,22433.15,30360,37297.96,1.99,89x51x2 cm,True
415,Fair & Lovely Product 415,6,Fair & Lovely,Model-5169,High quality fair & lovely product 415 from Fair & Lovely,34216.18,49529,60749.2,8.85,90x81x24 cm,False
416,Fair & Lovely Product 416,6,Fair & Lovely,Model-7863,High quality fair & lovely product 416 from Fair & Lovely,8757.64,11190,14509.77,7.57,22x24x34 cm,True
417,Infinix Charger 12,1,Infinix,Model-9981,High quality infinix charger 12 from Infinix,23001.06,30783,34598.07,2.97,44x40x34 cm,True
418,Nike Product 418,7,Nike,Model-4660,High quality nike product 418 from Nike,10948.25,13961,16208.88,0.01,32x78x9 cm,True
419,Interwood Product 419,5,Interwood,Model-2582,High quality interwood product 419 from Interwood,19203.9,27828,34951.79,4.21,76x63x6 cm,True
420,Ponds Product 420,6,Ponds,Model-6826,High quality ponds product 420 from Ponds,33542.22,49349,61068.21,0.82,88x44x28 cm,True
421,Adidas Product 421,7,Adidas,Model-2737,High quality adidas product 421 from Adidas,9749.85,15104,17631.98,1.85,94x58x18 cm,False
422,Puma Product 422,7,Puma,Model-4839,High quality puma product 422 from Puma,11431.03,15673,18431.68,1.02,37x19x17 cm,False
423,Nike Product 423,7,Nike,Model-9758,High quality nike product 423 from Nike,22260.63,35333,42255.43,0.14,65x36x22 cm,True
424,Oxford Product 424,8,Oxford,Model-8004,High quality oxford product 424 from Oxford,29205.76,42314,53672.16,0.19,35x14x48 cm,True
425,Chen One Pants,2,Chen One,Model-8237,High quality chen one pants from Chen One,12969.88,16820,21514.06,1.62,39x32x31 cm,True
426,Pilot Product 426,8,Pilot,Model-3471,High quality pilot product 426 from Pilot,2398.6,3022,3393.68,1.39,45x38x49 cm,True
427,National Foods Chocolate,3,National Foods,Model-9014,High quality national foods chocolate from National Foods,10564.84,13299,16280.75,1.41,37x32x24 cm,True
428,Puma Product 428,7,Puma,Model-5185,High quality puma product 428 from Puma,7272.35,10286,13142.2,0.05,45x65x5 cm,False
429,Chen One Kurta,2,Chen One,Model-8638,High quality chen one kurta from Chen One,7898.94,12174,14820.51,7.0,34x27x31 cm,False
430,Suzuki Product 430,4,Suzuki,Model-4605,High quality suzuki product 430 from Suzuki,21226.2,27788,31302.17,0.85,73x19x18 cm,True
431,Furniture Mall Product 431,5,Furniture Mall,Model-7187,High quality furniture mall product 431 from Furniture Mall,7270.95,9276,10896.14,3.36,52x78x37 cm,True
432,Sapphire Kurta,2,Sapphire,Model-9152,High quality sapphire kurta from Sapphire,6624.87,9095,10881.59,3.76,54x97x4 cm,True
433,Alkaram Suit,2,Alkaram,Model-7267,High quality alkaram suit from Alkaram,21225.02,31953,37234.05,7.73,99x92x14 cm,True
434,Oxford Product 434,8,Oxford,Model-2731,High quality oxford product 434 from Oxford,10035.61,13210,15438.34,0.54,41x10x46 cm,True
435,Tecno TV 1,1,Tecno,Model-3807,High quality tecno tv 1 from Tecno,1442.69,2057,2306.47,3.95,65x18x37 cm,False
436,Chenab Product 436,5,Chenab,Model-2801,High quality chenab product 436 from Chenab,5443.35,8259,9981.24,9.28,70x64x21 cm,False
437,Nissan Product 437,4,Nissan,Model-3175,High quality nissan product 437 from Nissan,32443.13,42907,55633.04,2.63,56x86x11 cm,True
438,Chenab Product 438,5,Chenab,Model-9533,High quality chenab product 438 from Chenab,500.76,655,801.45,5.58,44x39x22 cm,True
439,Bonanza Dupatta,2,Bonanza,Model-5023,High quality bonanza dupatta from Bonanza,6863.17,9388,10966.56,5.27,27x99x36 cm,True
440,IKEA Product 440,5,IKEA,Model-8015,High quality ikea product 440 from IKEA,36276.62,45880,59403.88,0.65,31x63x3 cm,True
441,Chen One Pants,2,Chen One,Model-2554,High quality chen one pants from Chen One,6314.5,8841,9739.44,3.27,80x14x44 cm,True
442,Nike Product 442,7,Nike,Model-5899,High quality nike product 442 from Nike,33274.04,48976,61836.81,1.61,21x68x40 cm,True
443,Staedtler Product 443,8,Staedtler,Model-7994,High quality staedtler product 443 from Staedtler,15310.4,22669,27848.42,0.03,35x15x6 cm,True
444,Daihatsu Product 444,4,Daihatsu,Model-4097,High quality daihatsu product 444 from Daihatsu,1374.77,2198,2442.72,8.74,64x79x24 cm,True
445,Chenab Product 445,5,Chenab,Model-9293,High quality chenab product 445 from Chenab,26265.15,34167,40691.31,6.66,78x50x4 cm,True
446,Honda Product 446,4,Honda,Model-1019,High quality honda product 446 from Honda,4295.51,5476,7020.62,6.21,35x36x7 cm,True
447,Tecno Camera 11,1,Tecno,Model-4948,High quality tecno camera 11 from Tecno,21448.4,29566,34778.98,1.38,33x41x18 cm,False
448,Furniture Mall Product 448,5,Furniture Mall,Model-8409,High quality furniture mall product 448 from Furniture Mall,8435.57,12125,14357.85,5.53,49x96x26 cm,True
449,Adidas Product 449,7,Adidas,Model-3169,High quality adidas product 449 from Adidas,21883.26,34100,39552.63,0.42,76x68x49 cm,True
450,Oppo Charger 20,1,Oppo,Model-7042,High quality oppo charger 20 from Oppo,34110.68,47864,61310.24,4.55,64x50x15 cm,True
451,Unilever Biscuits,3,Unilever,Model-6337,High quality unilever biscuits from Unilever,35183.79,48356,53651.16,1.81,45x11x8 cm,True
452,Infinix Speaker 8,1,Infinix,Model-8793,High quality infinix speaker 8 from Infinix,13975.92,21776,28147.85,8.99,91x81x35 cm,False
453,Chen One Shalwar,2,Chen One,Model-6173,High quality chen one shalwar from Chen One,16076.43,22929,28659.73,8.42,28x56x15 cm,False
454,Mitsubishi Product 454,4,Mitsubishi,Model-3026,High quality mitsubishi product 454 from Mitsubishi,24063.68,34432,40352.65,5.11,94x89x36 cm,True
455,Staedtler Product 455,8,Staedtler,Model-9233,High quality staedtler product 455 from Staedtler,14195.37,22338,28034.77,1.5,23x65x8 cm,False
456,National Foods Juice,3,National Foods,Model-3030,High quality national foods juice from National Foods,2521.7,3843,4916.92,0.94,13x59x33 cm,True
457,Fair & Lovely Product 457,6,Fair & Lovely,Model-2264,High quality fair & lovely product 457 from Fair & Lovely,458.43,641,720.54,9.82,31x22x2 cm,True
458,Vivo TV 14,1,Vivo,Model-2867,High quality vivo tv 14 from Vivo,8856.92,13981,15463.95,9.04,30x10x26 cm,True
459,Unilever Bread,3,Unilever,Model-6423,High quality unilever bread from Unilever,21753.48,35302,40954.69,1.34,97x41x5 cm,False
460,Adidas Product 460,7,Adidas,Model-6127,High quality adidas product 460 from Adidas,38256.05,48951,63367.53,1.41,78x38x32 cm,True
461,Nike Product 461,7,Nike,Model-9258,High quality nike product 461 from Nike,10906.28,16895,20165.6,0.38,33x58x32 cm,True
462,Samsung TV 13,1,Samsung,Model-3940,High quality samsung tv 13 from Samsung,2901.96,4206,4692.2,0.45,94x51x10 cm,True
463,Mitchells Chocolate,3,Mitchells,Model-2150,High quality mitchells chocolate from Mitchells,9996.08,14307,15794.57,1.18,12x55x29 cm,False
464,Clean & Clear Product 464,6,Clean & Clear,Model-1080,High quality clean & clear product 464 from Clean & Clear,29833.76,44443,49884.62,3.98,32x91x20 cm,False
465,Honda Product 465,4,Honda,Model-4298,High quality honda product 465 from Honda,886.62,1166,1342.39,5.14,61x46x39 cm,True
466,Clean & Clear Product 466,6,Clean & Clear,Model-5774,High quality clean & clear product 466 from Clean & Clear,20264.64,27100,33471.48,9.31,74x85x31 cm,True
467,Mitsubishi Product 467,4,Mitsubishi,Model-4335,High quality mitsubishi product 467 from Mitsubishi,30405.01,39398,47415.42,5.63,62x97x15 cm,True
468,QMobile Smartphone 6,1,QMobile,Model-1375,High quality qmobile smartphone 6 from QMobile,8043.26,10824,12044.8,3.2,75x29x20 cm,True
469,Mitsubishi Product 469,4,Mitsubishi,Model-7467,High quality mitsubishi product 469 from Mitsubishi,5639.85,7718,9422.95,3.78,75x13x9 cm,True
470,Unilever Tea,3,Unilever,Model-5020,High quality unilever tea from Unilever,23515.59,29544,34462.55,1.99,26x81x29 cm,True
471,Pilot Product 471,8,Pilot,Model-2722,High quality pilot product 471 from Pilot,25229.88,31634,38534.62,0.99,85x73x7 cm,True
472,Chenab Product 472,5,Chenab,Model-5454,High quality chenab product 472 from Chenab,10814.8,15724,18271.96,2.84,65x43x29 cm,False
473,Nike Product 473,7,Nike,Model-7313,High quality nike product 473 from Nike,10713.08,16249,20988.25,1.26,96x40x22 cm,True
474,Vivo Tablet 6,1,Vivo,Model-3500,High quality vivo tablet 6 from Vivo,22427.62,35322,40217.35,3.81,61x56x36 cm,True
475,Chen One Dupatta,2,Chen One,Model-1060,High quality chen one dupatta from Chen One,32377.89,44090,55112.01,3.27,81x76x34 cm,True
476,Adidas Product 476,7,Adidas,Model-9139,High quality adidas product 476 from Adidas,8370.64,10915,13648.93,0.48,22x63x18 cm,False
477,Staedtler Product 477,8,Staedtler,Model-8063,High quality staedtler product 477 from Staedtler,32922.12,42546,51261.96,0.67,55x35x5 cm,True
478,Clean & Clear Product 478,6,Clean & Clear,Model-8367,High quality clean & clear product 478 from Clean & Clear,10774.43,17954,20764.18,1.08,20x100x38 cm,True
479,Adidas Product 479,7,Adidas,Model-9129,High quality adidas product 479 from Adidas,29003.53,36972,42917.68,1.02,27x17x28 cm,True
480,Shan Foods Biscuits,3,Shan Foods,Model-5272,High quality shan foods biscuits from Shan Foods,470.76,740,897.02,1.05,88x93x30 cm,False
481,Clean & Clear Product 481,6,Clean & Clear,Model-7715,High quality clean & clear product 481 from Clean & Clear,6015.08,8883,10436.41,4.22,26x96x3 cm,False
482,Unilever Biscuits,3,Unilever,Model-4861,High quality unilever biscuits from Unilever,39808.24,49849,64545.16,1.24,12x59x26 cm,False
483,Vivo Headphones 8,1,Vivo,Model-4647,High quality vivo headphones 8 from Vivo,24047.4,30581,34520.97,4.22,33x62x39 cm,True
484,Chen One Dress,2,Chen One,Model-4296,High quality chen one dress from Chen One,5097.85,6727,7807.1,5.64,58x95x2 cm,True
485,Honda Product 485,4,Honda,Model-2792,High quality honda product 485 from Honda,8509.28,14053,16483.15,2.99,37x100x27 cm,True
486,Alkaram Pants,2,Alkaram,Model-7711,High quality alkaram pants from Alkaram,874.34,1424,1752.69,3.75,68x65x18 cm,True
487,IKEA Product 487,5,IKEA,Model-6108,High quality ikea product 487 from IKEA,17895.1,23561,28350.47,7.65,26x62x50 cm,True
488,Puma Product 488,7,Puma,Model-3239,High quality puma product 488 from Puma,6845.03,10065,12285.53,0.19,89x26x31 cm,True
489,Interwood Product 489,5,Interwood,Model-7809,High quality interwood product 489 from Interwood,12155.45,18143,19985.49,3.27,71x28x37 cm,True
490,Oxford Product 490,8,Oxford,Model-3018,High quality oxford product 490 from Oxford,21188.96,26691,29687.6,0.6,55x14x25 cm,True
491,Honda Product 491,4,Honda,Model-3927,High quality honda product 491 from Honda,24205.12,34251,43371.34,9.12,68x55x15 cm,True
492,Pelikan Product 492,8,Pelikan,Model-4422,High quality pelikan product 492 from Pelikan,27640.24,36731,47320.3,0.02,26x79x2 cm,True
493,Habitt Product 493,5,Habitt,Model-7406,High quality habitt product 493 from Habitt,35678.29,47649,60574.93,1.08,53x99x6 cm,True
494,IKEA Product 494,5,IKEA,Model-8996,High quality ikea product 494 from IKEA,14392.18,18760,23573.73,6.4,25x82x50 cm,True
495,Oxford Product 495,8,Oxford,Model-3792,High quality oxford product 495 from Oxford,21846.35,30339,33411.87,0.47,61x91x19 cm,True
496,Daihatsu Product 496,4,Daihatsu,Model-1762,High quality daihatsu product 496 from Daihatsu,9288.66,13740,15650.45,5.0,92x59x10 cm,True
497,Khaadi Shalwar,2,Khaadi,Model-3063,High quality khaadi shalwar from Khaadi,27609.76,34861,39483.86,8.61,77x24x41 cm,True
498,Mitchells Tea,3,Mitchells,Model-1759,High quality mitchells tea from Mitchells,35387.3,45585,54704.42,1.27,78x55x50 cm,True
499,Pilot Product 499,8,Pilot,Model-1783,High quality pilot product 499 from Pilot,2603.39,3641,4624.97,1.75,15x74x31 cm,False
500,Reebok Product 500,7,Reebok,Model-3253,High quality reebok product 500 from Reebok,32372.04,44964,54965.12,1.09,65x43x37 cm,True
501,Sapphire Suit,2,Sapphire,Model-5221,High quality sapphire suit from Sapphire,4089.57,5634,6248.79,8.65,22x66x1 cm,True
502,National Foods Tea,3,National Foods,Model-9055,High quality national foods tea from National Foods,4903.68,6398,7216.72,1.02,70x17x37 cm,True
503,Chen One Scarf,2,Chen One,Model-1940,High quality chen one scarf from Chen One,16165.54,21559,26515.95,3.84,93x80x50 cm,False
504,Shan Foods Oil,3,Shan Foods,Model-9435,High quality shan foods oil from Shan Foods,9054.73,15085,18263.68,1.66,15x23x35 cm,True
505,Nike Product 505,7,Nike,Model-3078,High quality nike product 505 from Nike,27797.72,44352,54780.24,0.05,22x14x21 cm,True
506,Chenab Product 506,5,Chenab,Model-7850,High quality chenab product 506 from Chenab,35428.72,49791,61351.18,8.56,33x98x24 cm,True
507,Gul Ahmed Scarf,2,Gul Ahmed,Model-7906,High quality gul ahmed scarf from Gul Ahmed,11123.03,15441,18606.27,7.57,95x87x46 cm,True
508,Pilot Product 508,8,Pilot,Model-8218,High quality pilot product 508 from Pilot,11138.39,16651,18913.59,1.63,76x53x40 cm,False
509,Nissan Product 509,4,Nissan,Model-5793,High quality nissan product 509 from Nissan,18130.49,27720,35061.8,3.82,30x60x40 cm,True
510,Garnier Product 510,6,Garnier,Model-6039,High quality garnier product 510 from Garnier,33115.7,44339,52445.49,4.4,54x22x24 cm,True
511,Gul Ahmed Pants,2,Gul Ahmed,Model-3848,High quality gul ahmed pants from Gul Ahmed,12415.52,17133,19197.49,9.78,42x63x25 cm,False
512,Garnier Product 512,6,Garnier,Model-7093,High quality garnier product 512 from Garnier,13054.01,16781,21286.72,0.97,85x40x41 cm,True
513,QMobile Laptop 19,1,QMobile,Model-3698,High quality qmobile laptop 19 from QMobile,14058.45,21313,27076.22,3.19,30x43x22 cm,False
514,Interwood Product 514,5,Interwood,Model-6443,High quality interwood product 514 from Interwood,28817.81,40377,52256.06,2.25,80x30x6 cm,False
515,Sapphire Suit,2,Sapphire,Model-5777,High quality sapphire suit from Sapphire,7852.41,12505,13954.54,1.57,57x31x21 cm,True
516,QMobile Tablet 3,1,QMobile,Model-6155,High quality qmobile tablet 3 from QMobile,27194.37,39869,44919.58,9.15,17x63x30 cm,True
517,Huawei Speaker 6,1,Huawei,Model-2263,High quality huawei speaker 6 from Huawei,12832.7,19777,23174.82,5.92,33x53x37 cm,True
518,Suzuki Product 518,4,Suzuki,Model-4069,High quality suzuki product 518 from Suzuki,1903.71,2407,3076.4,6.7,23x66x5 cm,True
519,Alkaram Dress,2,Alkaram,Model-6161,High quality alkaram dress from Alkaram,23505.97,34068,39561.7,7.82,15x13x21 cm,True
520,Dollar Product 520,8,Dollar,Model-9549,High quality dollar product 520 from Dollar,28375.2,47224,55575.16,0.5,54x28x22 cm,True
521,Chen One Kurta,2,Chen One,Model-6810,High quality chen one kurta from Chen One,2603.51,3646,4110.88,7.66,39x22x47 cm,True
522,Huawei Laptop 11,1,Huawei,Model-5426,High quality huawei laptop 11 from Huawei,31891.63,44510,49420.94,9.59,85x19x28 cm,True
523,Dollar Product 523,8,Dollar,Model-5818,High quality dollar product 523 from Dollar,30664.58,40799,45481.34,1.86,79x63x4 cm,True
524,Clean & Clear Product 524,6,Clean & Clear,Model-4173,High quality clean & clear product 524 from Clean & Clear,25745.04,40543,52134.59,1.24,31x84x44 cm,False
525,Fair & Lovely Product 525,6,Fair & Lovely,Model-8169,High quality fair & lovely product 525 from Fair & Lovely,7376.01,12164,13513.52,7.81,23x89x21 cm,False
526,Vivo Smartphone 20,1,Vivo,Model-4880,High quality vivo smartphone 20 from Vivo,21733.01,32566,37215.54,3.18,30x86x24 cm,True
527,Gul Ahmed Scarf,2,Gul Ahmed,Model-8440,High quality gul ahmed scarf from Gul Ahmed,12837.28,16870,18980.14,9.6,69x70x38 cm,True
528,Furniture Mall Product 528,5,Furniture Mall,Model-2986,High quality furniture mall product 528 from Furniture Mall,12329.62,15968,17852.97,0.71,67x67x13 cm,False
529,Shan Foods Milk,3,Shan Foods,Model-8838,High quality shan foods milk from Shan Foods,28025.04,38337,49783.72,0.79,18x88x30 cm,True
530,Interwood Product 530,5,Interwood,Model-4943,High quality interwood product 530 from Interwood,9645.56,15331,18112.22,3.41,68x70x9 cm,True
531,Bonanza Scarf,2,Bonanza,Model-6805,High quality bonanza scarf from Bonanza,556.79,699,868.92,9.61,57x26x47 cm,True
532,Adidas Product 532,7,Adidas,Model-8610,High quality adidas product 532 from Adidas,21414.53,27038,30114.63,0.66,89x58x1 cm,True
533,Puma Product 533,7,Puma,Model-7226,High quality puma product 533 from Puma,28670.01,47347,52443.67,0.77,22x76x3 cm,False
534,Tecno Camera 15,1,Tecno,Model-1173,High quality tecno camera 15 from Tecno,27756.36,37899,49040.41,6.02,11x82x49 cm,True
535,Under Armour Product 535,7,Under Armour,Model-3839,High quality under armour product 535 from Under Armour,27176.6,44091,56670.76,0.71,47x11x16 cm,False
536,Ponds Product 536,6,Ponds,Model-5461,High quality ponds product 536 from Ponds,18269.93,25174,31952.68,3.5,55x80x37 cm,False
537,Interwood Product 537,5,Interwood,Model-3185,High quality interwood product 537 from Interwood,4342.95,6719,7675.83,6.35,64x72x37 cm,True
538,Interwood Product 538,5,Interwood,Model-6621,High quality interwood product 538 from Interwood,8795.81,14352,16288.69,1.29,36x25x40 cm,True
539,Gul Ahmed Shalwar,2,Gul Ahmed,Model-6713,High quality gul ahmed shalwar from Gul Ahmed,28343.9,41770,47143.16,3.46,61x42x45 cm,True
540,Puma Product 540,7,Puma,Model-2979,High quality puma product 540 from Puma,18642.64,29779,36467.34,0.01,43x35x16 cm,False
541,Toyota Product 541,4,Toyota,Model-6999,High quality toyota product 541 from Toyota,11137.0,14183,16690.57,7.54,56x61x5 cm,True
542,Daihatsu Product 542,4,Daihatsu,Model-8861,High quality daihatsu product 542 from Daihatsu,33857.45,49152,54349.24,0.78,37x65x48 cm,False
543,Ponds Product 543,6,Ponds,Model-2237,High quality ponds product 543 from Ponds,33558.17,46974,60863.64,1.57,26x26x13 cm,True
544,Engro Biscuits,3,Engro,Model-1801,High quality engro biscuits from Engro,664.5,890,996.0,0.88,65x76x17 cm,False
545,QMobile Charger 15,1,QMobile,Model-4962,High quality qmobile charger 15 from QMobile,9642.59,15633,19716.56,5.11,62x27x2 cm,True
546,Habitt Product 546,5,Habitt,Model-2175,High quality habitt product 546 from Habitt,25003.81,32919,41332.9,6.11,79x95x49 cm,False
547,Chenab Product 547,5,Chenab,Model-6037,High quality chenab product 547 from Chenab,21506.76,32236,38715.07,5.44,53x17x39 cm,True
548,Vivo Speaker 12,1,Vivo,Model-1622,High quality vivo speaker 12 from Vivo,35102.68,45077,58428.25,4.21,44x25x32 cm,False
549,Mitsubishi Product 549,4,Mitsubishi,Model-6964,High quality mitsubishi product 549 from Mitsubishi,4283.48,6483,7407.92,6.5,22x67x47 cm,True
550,National Foods Rice,3,National Foods,Model-4445,High quality national foods rice from National Foods,24859.32,36096,45172.63,1.33,97x20x39 cm,True
551,Pilot Product 551,8,Pilot,Model-5902,High quality pilot product 551 from Pilot,4304.72,5904,7402.55,1.25,27x53x3 cm,True
552,Khaadi Dress,2,Khaadi,Model-2925,High quality khaadi dress from Khaadi,5638.17,7982,9680.09,2.55,40x85x34 cm,True
553,Puma Product 553,7,Puma,Model-8758,High quality puma product 553 from Puma,26600.97,34397,43694.68,1.85,30x82x3 cm,True
554,Furniture Mall Product 554,5,Furniture Mall,Model-7941,High quality furniture mall product 554 from Furniture Mall,20290.72,28019,35506.12,4.73,81x24x46 cm,True
555,Suzuki Product 555,4,Suzuki,Model-6738,High quality suzuki product 555 from Suzuki,5735.61,8915,10509.65,5.53,98x43x46 cm,True
556,QMobile Camera 16,1,QMobile,Model-4393,High quality qmobile camera 16 from QMobile,3386.29,5463,7005.59,4.24,68x91x23 cm,True
557,Interwood Product 557,5,Interwood,Model-1556,High quality interwood product 557 from Interwood,34130.88,46499,53714.38,0.64,72x88x27 cm,True
558,Dollar Product 558,8,Dollar,Model-7371,High quality dollar product 558 from Dollar,29228.23,47340,55412.94,1.21,82x28x20 cm,True
559,Chenab Product 559,5,Chenab,Model-5643,High quality chenab product 559 from Chenab,24058.94,34769,42527.73,6.61,22x87x26 cm,True
560,Dollar Product 560,8,Dollar,Model-4417,High quality dollar product 560 from Dollar,2921.56,3845,4371.71,1.12,77x44x2 cm,True
561,L'Oreal Product 561,6,L'Oreal,Model-9195,High quality l'oreal product 561 from L'Oreal,5062.8,6452,7578.03,1.02,92x16x7 cm,True
562,Under Armour Product 562,7,Under Armour,Model-6877,High quality under armour product 562 from Under Armour,22607.39,31515,39749.23,1.28,91x52x18 cm,False
563,Suzuki Product 563,4,Suzuki,Model-7585,High quality suzuki product 563 from Suzuki,20619.27,29264,34298.52,6.44,40x37x40 cm,False
564,Adidas Product 564,7,Adidas,Model-3449,High quality adidas product 564 from Adidas,20920.86,34243,42023.79,0.72,12x97x18 cm,False
565,Adidas Product 565,7,Adidas,Model-3708,High quality adidas product 565 from Adidas,11830.47,18645,23993.24,0.73,69x65x48 cm,False
566,Unilever Chocolate,3,Unilever,Model-7646,High quality unilever chocolate from Unilever,22342.39,30864,39610.58,0.52,20x84x38 cm,True
567,Samsung Camera 10,1,Samsung,Model-2887,High quality samsung camera 10 from Samsung,14619.47,18576,20587.1,8.53,55x30x48 cm,True
568,Daihatsu Product 568,4,Daihatsu,Model-9594,High quality daihatsu product 568 from Daihatsu,12543.7,17592,20111.39,9.1,80x89x6 cm,True
569,Alkaram Scarf,2,Alkaram,Model-3240,High quality alkaram scarf from Alkaram,25290.75,40452,48435.17,7.78,63x16x28 cm,True
570,Suzuki Product 570,4,Suzuki,Model-9257,High quality suzuki product 570 from Suzuki,2274.21,3395,4319.55,9.77,58x87x3 cm,True
571,Sapphire Dupatta,2,Sapphire,Model-2997,High quality sapphire dupatta from Sapphire,1115.93,1587,1895.86,9.91,54x59x17 cm,True
572,Mitchells Milk,3,Mitchells,Model-3580,High quality mitchells milk from Mitchells,9915.13,14356,18384.2,0.11,49x82x25 cm,True
573,National Foods Chocolate,3,National Foods,Model-4599,High quality national foods chocolate from National Foods,18445.71,30067,33794.88,0.41,59x27x27 cm,False
574,Infinix Camera 6,1,Infinix,Model-7685,High quality infinix camera 6 from Infinix,8568.82,12977,14910.71,1.88,17x71x2 cm,False
575,Furniture Mall Product 575,5,Furniture Mall,Model-9745,High quality furniture mall product 575 from Furniture Mall,35124.0,47368,58103.25,6.03,66x42x31 cm,True
576,Daihatsu Product 576,4,Daihatsu,Model-2653,High quality daihatsu product 576 from Daihatsu,9789.06,13345,14724.1,6.45,78x57x44 cm,False
577,Samsung Smartphone 4,1,Samsung,Model-8112,High quality samsung smartphone 4 from Samsung,5022.45,6466,7416.47,3.59,81x39x28 cm,True
578,Puma Product 578,7,Puma,Model-8883,High quality puma product 578 from Puma,20786.09,32373,39202.39,0.4,34x59x17 cm,True
579,Huawei Camera 9,1,Huawei,Model-4848,High quality huawei camera 9 from Huawei,7636.14,9735,11365.29,5.47,98x85x33 cm,True
580,Oxford Product 580,8,Oxford,Model-1356,High quality oxford product 580 from Oxford,15781.58,26116,30954.11,0.16,60x58x30 cm,True
581,Chen One Suit,2,Chen One,Model-5761,High quality chen one suit from Chen One,3977.45,5478,6876.81,1.67,36x37x8 cm,False
582,Nike Product 582,7,Nike,Model-9994,High quality nike product 582 from Nike,8322.31,12584,13994.25,0.94,51x35x49 cm,True
583,Interwood Product 583,5,Interwood,Model-9760,High quality interwood product 583 from Interwood,19158.86,31110,40174.98,7.82,16x95x41 cm,True
584,Toyota Product 584,4,Toyota,Model-1173,High quality toyota product 584 from Toyota,37340.63,48654,55936.88,3.96,82x54x4 cm,False
585,Dollar Product 585,8,Dollar,Model-5710,High quality dollar product 585 from Dollar,29442.53,37989,48630.95,0.16,78x99x21 cm,True
586,Furniture Mall Product 586,5,Furniture Mall,Model-6141,High quality furniture mall product 586 from Furniture Mall,20691.89,28146,33777.72,6.78,94x67x26 cm,True
587,Nike Product 587,7,Nike,Model-8109,High quality nike product 587 from Nike,36537.43,48814,56756.93,0.71,87x86x30 cm,True
588,L'Oreal Product 588,6,L'Oreal,Model-3318,High quality l'oreal product 588 from L'Oreal,4814.47,7137,8604.22,0.9,62x25x37 cm,True
